frame,frame_ms,eye_x,eye_y,eye_z,step_m,yaw_step_deg,visual_error_m,body_x,body_z
225,0.5920,-1.89577,1.04083,-1.83499,0.000000,0.06250,0.00000,-1.89577,-1.83499
226,0.8300,-1.89577,1.04083,-1.83499,0.000000,0.06250,0.00000,-1.89577,-1.83499
227,0.8450,-1.89577,1.04083,-1.83499,0.000000,0.03961,0.00000,-1.89577,-1.83499
228,0.8530,-1.89577,1.04083,-1.83499,0.000000,0.03803,0.00000,-1.89577,-1.83499
229,0.8590,-1.89577,1.04083,-1.83499,0.000000,0.03843,0.00000,-1.89577,-1.83499
230,0.8480,-1.89577,1.04083,-1.83499,0.000000,0.03843,0.00000,-1.89577,-1.83499
231,0.8470,-1.89577,1.04083,-1.83499,0.000000,0.03843,0.00000,-1.89577,-1.83499
232,0.8600,-1.89577,1.04083,-1.83499,0.000000,0.03830,0.00000,-1.89577,-1.83499
233,0.8440,-1.89577,1.04083,-1.83499,0.000000,0.03843,0.00000,-1.89577,-1.83499
234,0.8630,-1.89577,1.04083,-1.83499,0.000000,0.03798,0.00000,-1.89577,-1.83499
235,0.8540,-1.89577,1.04083,-1.83499,0.000000,0.03870,0.00000,-1.89577,-1.83499
236,0.8370,-1.89577,1.04083,-1.83499,0.000000,0.03843,0.00000,-1.89577,-1.83499
237,0.8560,-1.89577,1.04083,-1.83499,0.000000,0.03780,0.00000,-1.89577,-1.83499
238,0.8470,-1.89577,1.04083,-1.83499,0.000000,0.03852,0.00000,-1.89577,-1.83499
239,0.8590,-1.89577,1.04083,-1.83499,0.000000,0.03821,0.00000,-1.89577,-1.83499
240,3.5350,-1.85848,1.04083,-1.78379,0.063333,0.03838,0.00000,-1.85848,-1.78379
241,0.6920,-1.85848,1.04083,-1.78379,0.000000,0.03884,0.00000,-1.85848,-1.78379
242,0.8390,-1.85848,1.04083,-1.78379,0.000000,0.06250,0.00000,-1.85848,-1.78379
243,0.3420,-1.85848,1.04083,-1.78379,0.000000,0.06250,0.00000,-1.85848,-1.78379
244,0.6540,-1.85848,1.04083,-1.78379,0.000000,0.06250,0.00000,-1.85848,-1.78379
245,0.8510,-1.85848,1.04083,-1.78379,0.000000,0.04659,0.00000,-1.85848,-1.78379
246,0.8570,-1.85848,1.04083,-1.78379,0.000000,0.03812,0.00000,-1.85848,-1.78379
247,0.8620,-1.85848,1.04083,-1.78379,0.000000,0.03865,0.00000,-1.85848,-1.78379
248,0.8280,-1.85848,1.04083,-1.78379,0.000000,0.03821,0.00000,-1.85848,-1.78379
249,0.8680,-1.85848,1.04083,-1.78379,0.000000,0.03802,0.00000,-1.85848,-1.78379
250,0.8570,-1.85848,1.04083,-1.78379,0.000000,0.03888,0.00000,-1.85848,-1.78379
251,0.8400,-1.85848,1.04083,-1.78379,0.000000,0.03843,0.00000,-1.85848,-1.78379
252,0.8530,-1.85848,1.04083,-1.78379,0.000000,0.03816,0.00000,-1.85848,-1.78379
253,0.8600,-1.85848,1.04083,-1.78379,0.000000,0.03848,0.00000,-1.85848,-1.78379
254,0.8510,-1.85848,1.04083,-1.78379,0.000000,0.03834,0.00000,-1.85848,-1.78379
255,0.8640,-1.85848,1.04083,-1.78379,0.000000,0.03825,0.00000,-1.85848,-1.78379
256,0.8530,-1.85848,1.04083,-1.78379,0.000000,0.03906,0.00000,-1.85848,-1.78379
257,0.8370,-1.85848,1.04083,-1.78379,0.000000,0.03821,0.00000,-1.85848,-1.78379
258,3.5250,-1.82119,1.04083,-1.73260,0.063333,0.03789,0.00000,-1.82119,-1.73260
259,0.5760,-1.82119,1.04083,-1.73260,0.000000,0.03897,0.00000,-1.82119,-1.73260
260,0.4000,-1.82119,1.04083,-1.73260,0.000000,0.06250,0.00000,-1.82119,-1.73260
261,0.5920,-1.82119,1.04083,-1.73260,0.000000,0.06250,0.00000,-1.82119,-1.73260
262,0.8230,-1.82119,1.04083,-1.73260,0.000000,0.06250,0.00000,-1.82119,-1.73260
263,0.8520,-1.82119,1.04083,-1.73260,0.000000,0.03966,0.00000,-1.82119,-1.73260
264,0.8670,-1.82119,1.04083,-1.73260,0.000000,0.03812,0.00000,-1.82119,-1.73260
265,0.8350,-1.82119,1.04083,-1.73260,0.000000,0.03924,0.00000,-1.82119,-1.73260
266,0.8550,-1.82119,1.04083,-1.73260,0.000000,0.03771,0.00000,-1.82119,-1.73260
267,0.8570,-1.82119,1.04083,-1.73260,0.000000,0.03843,0.00000,-1.82119,-1.73260
